length_url,length_hostname,length_path,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_parameters,has_https,has_port,has_fragment,label
55,17,31,2,2,0,5,0,0,0,0,0,phishing
47,18,21,2,0,0,6,0,0,1,0,0,legitimate
25,17,1,2,0,0,3,0,0,0,0,0,legitimate
28,21,0,2,0,0,2,0,0,0,0,0,legitimate
70,21,41,2,3,0,5,0,0,1,0,0,phishing
52,21,24,2,2,0,4,0,0,0,0,0,phishing
50,42,1,4,2,0,3,2,0,0,0,0,legitimate
23,14,1,3,0,0,3,0,0,1,0,0,phishing
42,22,13,2,1,0,3,0,0,0,0,0,legitimate
45,27,10,2,0,0,4,0,0,1,0,0,legitimate
130,8,114,1,10,0,6,0,0,1,0,0,legitimate
44,16,21,1,0,0,5,0,0,0,0,0,legitimate
23,15,1,2,0,0,3,0,0,0,0,0,phishing
56,14,35,2,2,0,7,2,0,0,0,0,legitimate
41,21,13,2,0,0,4,0,0,0,0,0,phishing
41,11,22,3,0,0,5,0,0,1,0,0,phishing
24,15,1,2,0,0,3,0,0,1,0,0,legitimate
70,18,22,3,0,0,5,0,1,1,0,0,legitimate
23,14,1,2,0,0,3,0,0,1,0,0,phishing
34,13,14,2,2,0,3,0,0,0,0,0,legitimate
202,16,68,1,4,1,6,36,2,0,0,0,legitimate
26,18,1,2,0,0,3,0,0,0,0,0,phishing
50,18,25,2,3,0,5,0,0,0,0,0,legitimate
126,50,20,4,1,2,5,17,3,1,0,0,legitimate
102,15,80,1,1,0,9,20,0,0,0,0,phishing
66,20,38,2,0,0,6,0,0,1,0,0,phishing
32,14,11,2,0,0,3,5,0,0,0,0,legitimate
40,7,26,1,0,0,6,1,0,0,0,0,phishing
20,11,1,2,0,0,3,0,0,1,0,0,legitimate
36,17,12,2,1,0,3,0,0,0,0,0,legitimate
29,20,1,2,1,0,3,0,0,1,0,0,legitimate
32,24,1,2,0,0,3,0,0,0,0,0,legitimate
70,14,49,3,4,0,3,5,0,0,0,0,legitimate
27,19,1,3,0,0,3,0,0,0,0,0,legitimate
99,17,74,2,2,0,6,0,0,1,0,0,legitimate
44,25,12,2,0,0,3,0,0,0,0,0,legitimate
39,12,19,2,0,0,5,1,0,1,0,0,legitimate
28,19,1,2,1,0,3,0,0,1,0,0,phishing
27,19,1,2,0,0,3,0,0,0,0,0,legitimate
108,27,62,4,2,0,7,14,1,1,0,0,legitimate
135,29,21,8,1,0,8,6,2,0,0,0,legitimate
278,40,18,3,1,0,5,40,2,0,0,0,phishing
106,21,73,5,0,0,8,7,1,0,0,0,phishing
55,19,29,2,3,0,5,0,0,0,0,0,phishing
39,19,13,3,0,0,3,0,0,0,0,0,legitimate
48,28,13,2,1,0,4,0,0,0,0,0,legitimate
44,17,20,3,0,0,5,0,0,0,0,0,phishing
72,41,24,5,3,1,4,5,0,0,0,0,legitimate
22,14,1,2,0,0,3,0,0,0,0,0,phishing
64,20,37,3,0,0,5,0,0,0,0,0,legitimate
77,12,58,2,2,0,8,6,0,0,0,0,legitimate
29,17,4,2,0,0,4,0,0,1,0,0,phishing
56,18,31,2,2,0,4,0,0,0,0,0,phishing
26,17,1,2,0,0,3,0,0,1,0,0,legitimate
57,15,35,3,0,1,5,0,0,0,0,0,legitimate
110,30,63,2,1,0,6,11,1,1,0,0,legitimate
41,13,21,2,0,0,5,0,0,0,0,0,phishing
39,24,1,2,1,0,3,4,1,1,0,0,phishing
46,18,21,3,0,0,4,0,0,0,0,0,phishing
19,10,1,2,0,0,3,0,0,1,0,0,phishing
39,14,17,2,0,0,4,0,0,1,0,0,legitimate
42,16,18,2,0,0,4,0,0,1,0,0,legitimate
56,19,30,1,1,0,5,0,0,0,0,0,legitimate
30,21,1,2,0,0,3,0,0,1,0,0,phishing
31,22,1,2,0,0,3,0,0,1,0,0,legitimate
167,16,116,5,0,2,7,26,2,0,0,0,legitimate
28,20,1,2,0,0,3,0,0,0,0,0,phishing
143,24,112,3,2,3,8,12,0,0,0,0,legitimate
37,19,11,2,0,0,5,0,0,0,0,0,legitimate
20,9,4,1,0,0,3,1,0,0,0,0,legitimate
128,50,20,4,1,2,5,26,3,1,0,0,phishing
41,20,14,2,0,0,5,0,0,0,0,0,phishing
25,16,1,2,0,0,3,0,0,1,0,0,phishing
43,35,1,2,2,0,3,4,0,0,0,0,legitimate
128,50,20,4,1,2,5,16,3,1,0,0,phishing
53,12,33,2,1,0,6,0,0,1,0,0,phishing
80,23,50,3,0,5,6,6,0,0,0,0,phishing
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
45,27,10,5,0,0,3,0,0,1,0,0,phishing
26,19,0,1,0,0,2,0,0,0,0,0,phishing
30,22,1,2,0,0,3,0,0,0,0,0,legitimate
35,27,1,2,0,0,3,11,0,0,0,0,legitimate
36,27,1,2,0,0,3,0,0,1,0,0,phishing
29,20,1,2,0,0,3,1,0,1,0,0,legitimate
42,15,19,2,0,0,5,8,0,1,0,0,phishing
34,16,10,2,0,0,4,0,0,1,0,0,legitimate
33,25,1,2,0,0,3,0,0,0,0,0,legitimate
63,14,42,3,3,1,5,6,0,0,0,0,phishing
112,13,92,3,6,0,7,2,0,0,0,0,legitimate
35,10,18,2,0,0,4,3,0,0,0,0,legitimate
29,13,9,1,1,0,5,0,0,0,0,0,phishing
39,24,7,1,0,0,4,0,0,1,0,0,phishing
47,31,8,4,1,0,3,10,0,1,0,0,phishing
25,16,1,2,0,0,3,0,0,1,0,0,phishing
35,26,1,2,2,0,3,0,0,1,0,0,legitimate
121,19,95,1,5,0,11,0,0,0,0,0,legitimate
19,10,1,2,0,0,3,0,0,1,0,0,phishing
47,23,7,1,1,0,4,0,1,0,0,0,legitimate
39,15,16,2,0,0,3,0,0,1,0,0,phishing
31,23,1,2,0,0,3,0,0,0,0,0,legitimate
231,10,109,3,3,2,10,49,3,0,0,0,legitimate
29,20,1,2,0,0,3,2,0,1,0,0,phishing
44,12,25,1,2,0,6,0,0,0,0,0,phishing
105,14,42,2,1,0,6,5,3,0,0,0,phishing
64,17,18,2,0,1,4,3,2,0,0,0,phishing
96,14,75,2,1,0,8,19,0,0,0,0,legitimate
24,12,5,2,0,0,3,0,0,0,0,0,phishing
69,42,19,4,0,0,4,8,0,1,0,0,phishing
39,17,15,2,0,0,4,0,0,0,0,0,phishing
65,17,41,2,3,0,4,0,0,0,0,0,legitimate
39,20,12,3,0,0,3,1,0,0,0,0,legitimate
33,26,0,2,1,0,2,0,0,0,0,0,phishing
117,19,90,2,6,0,8,0,0,1,0,0,phishing
55,19,28,3,1,0,5,0,0,1,0,0,legitimate
128,50,20,4,1,2,5,28,3,1,0,0,legitimate
43,15,6,2,2,0,3,0,1,1,0,0,phishing
112,35,60,2,1,0,6,7,1,1,0,0,legitimate
86,19,60,4,0,0,4,34,0,0,0,0,phishing
39,13,19,2,0,1,4,0,0,0,0,0,phishing
67,21,39,1,0,0,6,4,0,0,0,0,legitimate
22,14,1,1,0,0,3,0,0,0,0,0,phishing
48,19,22,3,0,0,4,0,0,0,0,0,phishing
32,24,1,3,1,0,3,4,0,0,0,0,phishing
110,22,81,2,2,0,9,20,0,0,0,0,phishing
40,18,15,2,0,0,4,0,0,0,0,0,phishing
37,17,12,2,0,0,4,0,0,1,0,0,legitimate
34,13,14,3,0,0,3,0,0,0,0,0,legitimate
54,17,30,2,2,0,4,5,0,0,0,0,phishing
36,27,1,2,0,0,3,0,0,1,0,0,phishing
49,17,25,2,2,0,5,0,0,0,0,0,legitimate
34,27,0,2,0,0,2,0,0,0,0,0,legitimate
26,18,1,2,0,0,3,0,0,0,0,0,legitimate
43,17,18,2,0,0,5,0,0,1,0,0,legitimate
81,24,50,2,5,0,6,6,0,0,0,0,phishing
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
81,22,52,1,1,0,6,22,0,0,0,0,phishing
56,20,28,2,2,0,3,0,0,1,0,0,phishing
78,18,53,1,6,0,5,1,0,0,0,0,legitimate
64,11,35,2,1,0,6,8,1,1,0,0,phishing
46,18,20,1,1,0,7,0,0,1,0,0,phishing
96,22,67,1,1,1,10,0,0,0,0,0,phishing
48,15,25,3,1,0,3,0,0,1,0,0,phishing
39,15,17,2,0,0,4,0,0,0,0,0,legitimate
32,23,1,2,3,0,3,1,0,1,0,0,phishing
41,14,20,3,0,0,5,0,0,0,0,0,legitimate
118,42,19,4,0,2,4,23,3,0,0,0,phishing
30,21,1,2,1,0,3,0,0,1,0,0,phishing
63,19,37,3,2,0,4,0,0,0,0,0,phishing
26,17,1,2,0,0,3,0,0,1,0,0,legitimate
26,17,1,2,1,0,3,0,0,1,0,0,legitimate
47,26,14,3,0,0,3,0,0,0,0,0,legitimate
82,16,46,2,0,0,6,7,1,1,0,0,legitimate
28,20,1,2,0,0,3,0,0,0,0,0,phishing
20,11,1,2,0,0,3,0,0,1,0,0,legitimate
102,23,72,3,1,1,9,1,0,0,0,0,legitimate
61,27,26,2,4,0,3,0,0,1,0,0,phishing
45,18,20,3,0,1,3,0,0,0,0,0,legitimate
75,66,1,4,2,0,3,41,0,1,0,0,legitimate
135,17,1,2,0,0,3,29,5,1,0,0,phishing
27,18,1,2,0,0,3,0,0,1,0,0,phishing
20,13,0,2,0,0,2,0,0,0,0,0,legitimate
128,50,20,4,1,2,5,23,3,1,0,0,legitimate
70,45,17,5,2,0,4,17,0,1,0,0,phishing
42,15,19,1,0,0,6,0,0,1,0,0,phishing
64,17,39,2,5,0,7,9,0,1,0,0,phishing
45,18,19,2,0,0,4,0,0,1,0,0,legitimate
42,35,0,4,0,0,2,0,0,0,0,0,legitimate
77,13,57,3,2,0,8,2,0,0,0,0,phishing
31,23,1,2,0,0,3,0,0,0,0,0,phishing
43,25,11,2,0,0,3,0,0,0,0,0,phishing
126,61,10,3,4,2,3,44,1,0,0,0,legitimate
113,15,76,2,1,1,7,6,1,1,0,0,phishing
795,35,22,12,20,16,6,131,12,0,0,0,phishing
63,7,32,3,2,0,4,2,1,1,0,0,phishing
210,14,31,4,0,1,4,76,3,0,0,0,phishing
26,18,1,2,0,0,3,0,0,0,0,0,phishing
56,16,32,2,0,2,4,0,0,1,0,0,phishing
46,23,16,3,0,0,4,0,0,0,0,0,legitimate
54,45,1,2,0,0,3,12,0,1,0,0,phishing
128,50,20,4,1,2,5,11,3,1,0,0,phishing
34,16,10,2,0,0,3,0,0,1,0,0,phishing
26,17,1,2,1,0,3,0,0,1,0,0,legitimate
63,12,44,3,3,2,3,7,0,0,0,0,phishing
38,21,10,2,0,0,5,1,0,0,0,0,legitimate
115,29,79,2,2,1,10,11,0,0,0,0,phishing
43,22,14,2,1,0,3,0,0,0,0,0,phishing
33,21,4,2,1,0,4,0,0,1,0,0,legitimate
61,17,37,3,0,0,8,4,0,0,0,0,legitimate
21,6,7,1,0,0,3,3,0,1,0,0,phishing
58,40,11,5,0,0,4,2,0,0,0,0,phishing
29,11,10,3,0,0,3,1,0,1,0,0,phishing
203,18,178,8,0,0,27,0,0,0,0,0,phishing
56,7,42,1,0,4,5,3,0,0,0,0,phishing
48,39,1,2,0,0,3,0,0,1,0,0,legitimate
28,21,0,2,0,0,2,1,0,0,0,0,phishing
46,9,30,2,0,0,6,0,0,0,0,0,phishing
47,22,17,2,1,0,6,0,0,1,0,0,phishing
35,17,11,2,0,0,3,0,0,0,0,0,phishing
22,14,1,2,0,0,3,0,0,0,0,0,phishing
81,20,54,2,1,0,9,0,0,0,0,0,legitimate
30,21,1,2,2,0,3,0,0,1,0,0,phishing
25,16,1,2,0,0,3,0,0,1,0,0,legitimate
103,16,79,2,2,2,9,5,0,1,0,0,legitimate
50,12,30,2,3,0,4,0,0,1,0,0,phishing
94,29,44,3,0,1,6,9,1,0,0,0,legitimate
167,12,148,2,0,1,4,20,0,0,0,0,phishing
18,10,1,2,0,0,3,0,0,0,0,0,phishing
36,20,9,2,0,0,4,0,0,0,0,0,legitimate
51,18,26,2,1,0,5,0,0,0,0,0,phishing
42,34,1,2,0,0,3,2,0,0,0,0,legitimate
105,22,75,4,2,6,9,18,0,1,0,0,phishing
31,11,13,2,0,0,4,0,0,0,0,0,legitimate
253,12,18,14,0,0,6,61,11,0,0,0,phishing
28,20,1,2,0,0,3,0,0,0,0,0,phishing
23,15,1,2,0,0,3,0,0,0,0,0,legitimate
42,30,5,2,0,0,3,1,0,0,0,0,legitimate
29,22,0,2,0,0,2,3,0,0,0,0,phishing
119,17,61,4,1,0,9,0,1,0,0,0,phishing
56,16,32,2,0,3,4,0,0,1,0,0,phishing
29,12,10,1,0,0,4,3,0,0,0,0,legitimate
36,16,13,2,0,1,3,0,0,0,0,0,phishing
31,15,9,2,0,0,4,0,0,0,0,0,legitimate
42,34,1,5,0,0,3,0,0,0,0,0,phishing
82,16,46,2,0,2,6,5,1,1,0,0,phishing
28,19,1,2,0,0,3,0,0,1,0,0,phishing
38,23,8,3,0,0,3,0,0,0,0,0,legitimate
47,19,21,2,1,0,4,0,0,0,0,0,phishing
39,30,1,2,1,0,3,0,0,1,0,0,legitimate
54,16,31,3,4,0,3,0,0,0,0,0,phishing
404,11,73,2,1,0,6,49,1,0,0,0,legitimate
78,25,18,3,0,0,5,3,2,0,0,0,phishing
69,33,29,2,1,0,4,10,0,0,0,0,phishing
31,14,10,2,1,0,4,0,0,0,0,0,phishing
57,23,27,2,1,0,5,0,0,0,0,0,legitimate
26,19,0,2,0,0,2,0,0,0,0,0,phishing
31,23,0,2,0,0,2,0,0,1,0,0,legitimate
67,15,45,2,1,0,6,0,0,0,0,0,legitimate
94,27,60,4,0,0,7,0,0,0,0,0,phishing
77,16,54,1,1,0,10,0,0,0,0,0,phishing
16,7,1,1,0,0,3,0,0,1,0,0,phishing
68,18,43,3,1,0,9,12,0,0,0,0,legitimate
29,11,10,1,0,0,3,0,0,1,0,0,legitimate
49,26,16,2,0,1,4,0,0,0,0,0,legitimate
50,10,33,3,0,0,6,4,0,0,0,0,legitimate
28,13,7,2,0,1,4,0,0,1,0,0,legitimate
18,11,0,2,0,0,2,0,0,0,0,0,legitimate
46,12,27,1,1,0,4,0,0,0,0,0,phishing
29,21,1,2,0,0,3,0,0,0,0,0,legitimate
23,14,1,2,0,0,3,0,0,1,0,0,legitimate
58,16,35,3,0,0,6,0,0,0,0,0,legitimate
27,18,1,2,0,0,3,0,0,1,0,0,phishing
63,21,35,2,0,1,5,4,0,0,0,0,legitimate
101,11,82,1,7,0,6,5,0,1,0,0,phishing
125,50,20,4,1,2,5,23,3,0,0,0,legitimate
42,19,16,2,2,0,3,0,0,0,0,0,phishing
19,10,1,2,0,0,3,0,0,1,0,0,phishing
19,12,0,2,0,0,2,0,0,0,0,0,legitimate
32,23,1,2,0,0,3,0,0,1,0,0,legitimate
51,21,23,2,0,0,6,3,0,0,0,0,legitimate
66,16,42,2,0,4,4,0,0,1,0,0,phishing
243,37,129,2,15,1,8,54,1,1,0,0,legitimate
73,14,52,1,1,0,10,0,0,0,0,0,phishing
44,18,19,2,0,1,4,0,0,0,0,0,phishing
70,22,41,2,2,0,4,0,0,0,0,0,legitimate
27,19,1,2,0,0,3,0,0,0,0,0,legitimate
26,17,1,2,0,0,3,0,0,1,0,0,legitimate
23,13,3,2,0,0,3,0,0,0,0,0,legitimate
27,19,1,2,0,0,3,0,0,0,0,0,legitimate
21,12,1,2,0,0,3,0,0,1,0,0,legitimate
49,24,18,3,0,0,3,0,0,0,0,0,legitimate
38,31,0,2,0,0,2,0,0,0,0,0,legitimate
218,13,91,1,2,2,12,48,3,0,0,0,phishing
29,15,7,3,0,0,3,0,0,0,0,0,phishing
32,23,1,2,1,0,3,0,0,1,0,0,phishing
34,26,1,4,0,0,3,2,0,0,0,0,legitimate
93,14,72,2,0,0,7,24,0,0,0,0,phishing
133,13,91,1,2,2,12,5,2,1,0,0,phishing
39,15,17,2,2,0,3,0,0,0,0,0,phishing
128,50,20,4,1,2,5,18,3,1,0,0,legitimate
48,14,27,3,2,0,3,4,0,0,0,0,phishing
28,19,1,2,0,0,3,0,0,1,0,0,legitimate
37,28,1,2,1,0,3,0,0,1,0,0,legitimate
24,15,1,2,0,0,3,0,0,1,0,0,legitimate
27,15,4,2,0,0,4,0,0,1,0,0,legitimate
372,17,14,5,0,0,6,140,6,0,0,0,legitimate
22,13,1,2,0,0,3,0,0,1,0,0,phishing
39,24,8,2,0,0,4,0,0,0,0,0,legitimate
40,13,20,3,0,1,3,0,0,0,0,0,phishing
35,13,15,3,0,1,3,0,0,0,0,0,legitimate
42,27,8,2,0,0,4,0,0,0,0,0,legitimate
69,15,46,2,1,0,7,0,0,1,0,0,legitimate
47,39,1,2,0,0,3,0,0,0,0,0,phishing
50,18,25,1,3,0,4,0,0,0,0,0,legitimate
22,14,1,2,0,0,3,0,0,0,0,0,legitimate
32,19,1,2,0,2,3,0,0,1,0,1,legitimate
105,32,66,3,1,0,6,30,0,0,0,0,legitimate
38,31,0,2,1,0,2,0,0,0,0,0,phishing
319,16,22,4,8,0,6,113,4,1,0,0,phishing
142,29,105,3,2,0,3,9,0,1,0,0,phishing
24,15,1,2,0,0,3,0,0,1,0,0,phishing
91,11,73,2,1,0,6,27,0,0,0,0,legitimate
18,9,1,1,0,0,3,0,0,1,0,0,phishing
28,20,1,2,0,0,3,0,0,0,0,0,legitimate
73,41,24,4,2,0,6,5,0,1,0,0,phishing
53,16,29,2,0,2,4,0,0,1,0,0,phishing
43,16,19,2,1,0,5,0,0,1,0,0,legitimate
37,10,20,2,1,0,5,0,0,0,0,0,legitimate
72,17,47,2,2,0,5,14,0,1,0,0,phishing
66,26,1,2,1,0,3,7,1,1,0,0,legitimate
30,23,0,2,0,0,2,2,0,0,0,0,legitimate
20,11,1,2,0,0,3,0,0,1,0,0,phishing
59,17,35,2,4,0,4,8,0,0,0,0,legitimate
153,15,131,2,14,0,9,24,0,0,0,0,legitimate
32,23,1,2,1,0,3,0,0,1,0,0,phishing
41,12,22,3,0,0,4,0,0,0,0,0,legitimate
50,20,22,3,0,0,5,0,0,1,0,0,phishing
37,11,19,2,1,0,4,0,0,0,0,0,legitimate
19,10,1,1,0,0,3,0,0,1,0,0,legitimate
92,36,49,2,1,3,5,8,0,0,0,0,legitimate
117,38,72,2,1,0,6,23,0,0,0,0,phishing
47,32,8,3,2,0,3,0,0,0,0,0,phishing
52,23,6,3,0,0,4,10,1,0,0,0,legitimate
109,28,68,7,0,1,7,4,1,0,0,0,phishing
33,16,9,2,0,0,4,1,0,1,0,0,phishing
43,15,20,2,0,0,4,0,0,1,0,0,legitimate
85,18,60,4,0,0,4,33,0,0,0,0,legitimate
44,12,24,3,1,0,4,0,0,1,0,0,phishing
75,23,44,4,0,0,9,0,0,1,0,0,phishing
50,16,26,2,0,2,4,0,0,1,0,0,phishing
62,13,14,2,0,0,3,8,3,0,0,0,legitimate
30,22,1,2,0,0,3,0,0,0,0,0,legitimate
128,50,20,4,1,2,5,16,3,1,0,0,legitimate
45,14,24,3,1,0,5,0,0,0,0,0,phishing
29,22,0,2,0,0,2,2,0,0,0,0,legitimate
261,212,42,13,0,0,6,48,0,0,0,0,phishing
22,9,6,2,0,0,3,0,0,0,0,0,phishing
24,16,1,2,0,0,3,0,0,0,0,0,legitimate
77,27,22,3,0,0,4,10,1,0,0,0,legitimate
188,13,10,4,0,1,3,90,3,0,0,0,phishing
21,13,1,1,0,0,3,0,0,0,0,0,phishing
162,15,12,6,1,3,4,43,4,0,0,0,phishing
115,22,86,3,0,0,5,14,0,0,0,0,phishing
25,17,1,2,1,0,3,0,0,0,0,0,legitimate
74,20,47,2,5,0,4,0,0,0,0,0,legitimate
31,14,10,3,0,0,3,0,0,0,0,0,legitimate
52,18,26,2,1,0,4,0,0,1,0,0,phishing
40,22,11,2,0,0,3,0,0,0,0,0,legitimate
59,29,23,3,0,2,5,0,0,0,0,0,legitimate
57,28,21,3,3,0,4,0,0,1,0,0,phishing
37,28,1,2,0,0,3,0,0,1,0,0,phishing
25,13,4,1,0,0,4,0,0,1,0,0,legitimate
77,8,62,2,2,0,9,3,0,0,0,0,legitimate
47,11,29,2,0,1,6,0,0,0,0,0,phishing
25,16,1,2,1,0,3,0,0,1,0,0,phishing
34,25,1,2,0,0,3,0,0,1,0,0,legitimate
44,27,10,2,0,0,5,0,0,0,0,0,legitimate
25,10,7,1,0,0,3,4,0,1,0,0,phishing
127,50,19,4,1,2,4,24,3,1,0,0,phishing
38,16,14,2,1,0,4,0,0,1,0,0,phishing
79,51,21,5,2,0,4,10,0,0,0,0,legitimate
19,10,1,2,0,0,3,0,0,1,0,0,phishing
82,16,46,2,0,1,6,5,1,1,0,0,legitimate
40,17,15,1,2,0,3,0,0,1,0,0,phishing
40,10,22,1,0,2,3,0,0,1,0,0,phishing
30,21,1,2,0,0,3,0,0,1,0,0,phishing
25,16,1,2,0,0,3,0,0,1,0,0,legitimate
36,14,15,1,1,0,4,0,0,0,0,0,legitimate
26,14,5,1,0,0,3,1,0,0,0,0,legitimate
38,30,1,3,1,0,3,0,0,0,0,0,phishing
210,11,26,2,1,1,5,88,3,0,0,0,phishing
32,24,1,2,0,0,3,0,0,0,0,0,phishing
126,50,20,4,1,2,5,18,3,1,0,0,phishing
96,14,75,3,0,1,9,27,0,0,0,0,phishing
30,22,1,2,0,0,3,0,0,0,0,0,phishing
25,18,0,2,0,0,2,0,0,0,0,0,legitimate
27,18,1,2,0,0,3,0,0,1,0,0,legitimate
82,12,63,1,7,0,7,8,0,0,0,0,legitimate
50,19,23,1,0,0,5,0,0,1,0,0,legitimate
92,17,67,1,9,0,5,7,0,1,0,0,phishing
77,23,47,1,0,0,5,23,0,0,0,0,legitimate
42,14,21,3,0,0,5,5,0,0,0,0,phishing
38,12,6,1,0,0,4,4,1,0,0,0,legitimate
26,19,0,2,0,0,2,0,0,0,0,0,phishing
180,12,35,6,2,3,6,43,4,0,0,0,phishing
97,11,1,1,0,2,3,29,4,0,0,0,phishing
17,10,0,1,0,0,2,0,0,0,0,0,phishing
35,26,1,2,0,0,3,0,0,1,0,0,legitimate
72,16,48,2,5,0,6,5,0,1,0,0,phishing
27,18,1,3,0,0,3,0,0,1,0,0,legitimate
63,10,45,2,1,0,7,0,0,1,0,0,legitimate
83,11,65,1,11,0,3,13,0,0,0,0,
41,16,6,1,0,0,4,4,1,0,0,0,phishing
31,22,1,1,0,0,3,0,0,1,0,0,legitimate
42,16,9,3,0,0,3,5,1,1,0,0,phishing
52,15,30,3,0,0,5,0,0,0,0,0,legitimate
52,15,30,3,2,0,3,1,0,0,0,0,legitimate
76,23,46,3,3,0,3,5,0,0,0,0,legitimate
29,21,1,2,0,0,3,0,0,0,0,0,legitimate
53,40,6,4,2,0,3,0,0,0,0,0,legitimate
83,14,10,4,4,0,3,4,1,1,0,0,legitimate
26,17,1,2,0,0,3,0,0,1,0,0,phishing
208,24,176,6,2,9,7,85,0,1,0,0,legitimate
74,12,55,3,4,1,6,0,0,0,0,0,legitimate
35,13,15,1,0,0,4,0,0,0,0,0,phishing
54,15,32,2,0,0,7,0,0,0,0,0,phishing
27,19,1,3,0,0,3,0,0,0,0,0,legitimate
56,39,10,5,2,0,3,1,0,0,0,0,phishing
38,18,12,2,2,0,3,0,0,1,0,0,legitimate
57,16,33,2,0,0,5,0,0,1,0,0,phishing
50,18,25,2,0,0,5,1,0,0,0,0,phishing
51,15,28,1,1,0,5,4,0,1,0,0,phishing
22,13,1,2,0,0,3,1,0,1,0,0,phishing
45,25,12,2,1,0,4,0,0,1,0,0,phishing
24,16,1,2,0,0,3,0,0,0,0,0,phishing
53,19,27,3,0,0,6,0,0,0,0,0,legitimate
98,27,3,4,1,0,4,3,1,1,0,0,legitimate
69,15,47,2,4,0,7,5,0,0,0,0,phishing
629,20,602,2,8,8,4,108,0,0,0,0,phishing
87,16,64,2,0,4,6,0,0,0,0,0,legitimate
41,15,18,2,0,0,4,0,0,1,0,0,phishing
104,17,61,3,1,0,10,0,1,0,0,0,legitimate
23,14,1,2,0,0,3,0,0,1,0,0,legitimate
25,6,11,1,1,0,3,0,0,1,0,0,phishing
127,50,19,4,1,2,4,17,3,1,0,0,legitimate
128,50,20,4,1,2,5,18,3,1,0,0,phishing
54,19,28,3,2,0,4,0,0,0,0,0,phishing
35,28,0,2,0,0,2,0,0,0,0,0,phishing
72,14,51,3,1,2,5,0,0,0,0,0,legitimate
24,16,1,1,0,0,3,0,0,0,0,0,legitimate
21,13,1,1,0,0,3,0,0,0,0,0,legitimate
43,14,22,3,0,0,5,6,0,0,0,0,phishing
53,25,21,3,1,0,4,0,0,0,0,0,phishing
27,19,1,2,1,0,3,0,0,0,0,0,legitimate
61,18,35,2,4,0,4,0,0,1,0,0,legitimate
59,16,35,2,0,3,4,0,0,1,0,0,legitimate
113,15,76,2,0,2,7,10,1,1,0,0,legitimate
29,21,1,2,0,0,3,0,0,0,0,0,legitimate
69,17,45,1,0,1,6,0,0,0,0,0,phishing
15,6,1,1,0,0,3,0,0,1,0,0,phishing
20,12,1,2,0,0,3,0,0,0,0,0,phishing
31,22,1,3,0,0,3,0,0,1,0,0,legitimate
58,14,28,3,0,0,4,5,1,0,0,0,legitimate
69,21,41,3,0,2,5,0,0,0,0,0,legitimate
28,19,1,3,0,0,3,0,0,1,0,0,legitimate
43,15,6,2,0,0,3,0,1,1,0,0,legitimate
24,17,0,2,1,0,2,0,0,0,0,0,legitimate
89,17,65,3,2,0,6,1,0,0,0,0,legitimate
32,17,8,2,0,0,4,0,0,0,0,0,legitimate
152,28,28,5,3,4,3,20,0,1,0,0,legitimate
27,18,1,2,0,0,3,0,0,1,0,0,legitimate
28,21,0,2,0,0,2,5,0,0,0,0,phishing
76,50,19,4,1,0,4,10,0,0,0,0,legitimate
89,15,67,2,7,0,7,10,0,0,0,0,phishing
18,11,0,1,1,0,2,0,0,0,0,0,phishing
56,20,29,3,0,5,3,0,0,0,0,0,legitimate
25,11,6,1,0,0,3,1,0,1,0,0,legitimate
38,17,14,2,0,0,4,0,0,0,0,0,legitimate
34,18,9,2,0,0,5,1,0,0,0,0,legitimate
30,23,0,2,0,0,2,1,0,0,0,0,legitimate
21,13,1,2,0,0,3,3,0,0,0,0,phishing
43,14,22,3,0,0,5,6,0,0,0,0,phishing
76,14,34,2,0,0,4,13,1,0,0,0,legitimate
118,42,20,4,0,2,5,20,3,1,0,0,legitimate
32,20,5,2,0,0,4,0,0,0,0,0,phishing
60,26,26,3,0,1,4,0,0,1,0,0,phishing
27,19,1,2,0,0,3,0,0,0,0,0,phishing
94,20,4,3,0,1,4,7,1,1,0,0,legitimate
30,19,4,1,0,0,4,10,0,0,0,0,legitimate
73,13,52,1,10,0,4,0,0,1,0,0,phishing
59,18,34,2,2,0,5,0,0,0,0,0,phishing
52,24,11,3,1,0,3,6,1,0,0,0,legitimate
40,12,21,1,2,0,4,1,0,0,0,0,legitimate
18,11,0,1,0,0,2,0,0,0,0,0,legitimate
34,12,15,3,0,0,5,1,0,0,0,0,legitimate
47,39,1,4,2,0,3,6,0,0,0,0,legitimate
50,28,15,2,0,0,4,0,0,0,0,0,phishing
52,17,27,3,0,2,4,1,0,1,0,0,phishing
57,22,28,3,1,0,5,0,0,0,0,0,legitimate
52,27,18,5,1,0,5,0,0,0,0,0,legitimate
41,17,16,2,0,0,4,5,0,1,0,0,phishing
90,17,66,2,9,0,4,12,0,0,0,0,phishing
41,34,0,2,0,0,2,1,0,0,0,0,legitimate
219,12,33,3,1,1,6,89,3,1,0,0,legitimate
66,25,34,1,0,0,6,11,0,0,0,0,phishing
33,11,14,2,0,0,4,0,0,1,0,0,phishing
60,19,34,3,3,0,4,0,0,0,0,0,phishing
26,18,1,2,0,0,3,0,0,0,0,0,phishing
43,15,6,2,0,1,3,2,1,1,0,0,legitimate
